
      +------------------+
      |   id          x1 |
6068. | 6068    -2.35202 |
6069. | 6069    1.256458 |
6070. | 6070   -.8408816 |
      |------------------|
6071. | 6071    .6049098 |
6072. | 6072    .8093793 |
6073. | 6073   -.0904956 |
6074. | 6074    .8777624 |
6075. | 6075    .2510931 |
      |------------------|
6076. | 6076   -.9459355 |
6077. | 6077    1.285015 |
6078. | 6078   -1.442653 |
6079. | 6079    .2226553 |
6080. | 6080    .4783021 |
      |------------------|
6081. | 6081   -.4678665 |
6082. | 6082    .1700476 |
6083. | 6083    .5198872 |
6084. | 6084     -.15882 |
6085. | 6085   -1.492314 |
      |------------------|
6086. | 6086    1.332959 |
6087. | 6087    .9409047 |
6088. | 6088   -.9226791 |
6089. | 6089   -.4637729 |
6090. | 6090   -.2153036 |
      |------------------|
6091. | 6091    1.088939 |
6092. | 6092   -.3656436 |
6093. | 6093    -.370575 |
6094. | 6094    .5847814 |
6095. | 6095    .9204038 |
      |------------------|
6096. | 6096    .2964524 |
6097. | 6097     -.09734 |
6098. | 6098   -.1115905 |
6099. | 6099   -.8513688 |
6100. | 6100   -.4285913 |
      |------------------|
6101. | 6101   -.0817238 |
6102. | 6102   -1.341341 |
6103. | 6103    1.239642 |
6104. | 6104   -.3143749 |
6105. | 6105   -.7754873 |
      |------------------|
6106. | 6106   -1.212325 |
6107. | 6107   -.3629761 |
6108. | 6108   -.0428893 |
6109. | 6109   -.1869019 |
6110. | 6110    .7075094 |
      |------------------|
6111. | 6111   -1.302823 |
6112. | 6112    .3184698 |
6113. | 6113   -1.206199 |
6114. | 6114   -.7602798 |
6115. | 6115   -1.287398 |
      |------------------|
6116. | 6116    .1503236 |
6117. | 6117   -.0806573 |
6118. | 6118   -1.492396 |
6119. | 6119   -.1472215 |
6120. | 6120    1.156618 |
      |------------------|
6121. | 6121   -.3830346 |
6122. | 6122   -1.042638 |
6123. | 6123   -.0737363 |
6124. | 6124    .1163479 |
6125. | 6125   -1.270064 |
      |------------------|
6126. | 6126   -.3575453 |
6127. | 6127   -.0021577 |
6128. | 6128   -.2671373 |
6129. | 6129    2.298981 |
6130. | 6130   -.7531743 |
      |------------------|
6131. | 6131   -1.274821 |
6132. | 6132    1.004602 |
6133. | 6133   -.9538281 |
6134. | 6134    -1.66453 |
6135. | 6135   -.4534429 |
      |------------------|
6136. | 6136     .079653 |
6137. | 6137    .5640654 |
6138. | 6138    .5371265 |
6139. | 6139    .7227923 |
6140. | 6140     .111905 |
      |------------------|
6141. | 6141    .6388283 |
6142. | 6142     .796187 |
6143. | 6143    1.225661 |
6144. | 6144   -.8079047 |
6145. | 6145   -2.200929 |
      |------------------|
6146. | 6146    1.327662 |
6147. | 6147   -.2682319 |
6148. | 6148   -.8452401 |
6149. | 6149    1.964374 |
6150. | 6150    .5968736 |
      |------------------|
6151. | 6151    .4865601 |
6152. | 6152     .173346 |
6153. | 6153   -1.394648 |
6154. | 6154   -1.038281 |
6155. | 6155    .9334835 |
      |------------------|
6156. | 6156    -.040295 |
6157. | 6157   -.4754454 |
6158. | 6158   -1.551725 |
6159. | 6159   -.3892738 |
6160. | 6160    .1834301 |
      |------------------|
6161. | 6161   -.4227766 |
6162. | 6162    -1.43329 |
6163. | 6163    1.742481 |
6164. | 6164    1.481328 |
6165. | 6165    1.460076 |
      |------------------|
6166. | 6166    -.299204 |
6167. | 6167    1.091067 |
6168. | 6168    .6519802 |
6169. | 6169   -1.299676 |
6170. | 6170   -.2982028 |
      |------------------|
6171. | 6171   -.7045864 |
6172. | 6172   -.9343514 |
6173. | 6173    -1.55969 |
6174. | 6174   -.7309992 |
6175. | 6175     .096426 |
      |------------------|
6176. | 6176    .2088974 |
6177. | 6177   -1.581994 |
6178. | 6178    1.508546 |
6179. | 6179   -.7395509 |
6180. | 6180   -1.743624 |
      |------------------|
6181. | 6181   -.8566725 |
6182. | 6182   -.4795968 |
6183. | 6183   -.5101634 |
6184. | 6184   -1.576059 |
6185. | 6185   -2.580753 |
      |------------------|
6186. | 6186    .8472831 |
6187. | 6187   -1.647693 |
6188. | 6188    .7529845 |
6189. | 6189   -.1050612 |
6190. | 6190   -.3269725 |
      |------------------|
6191. | 6191   -1.214196 |
6192. | 6192    .5248171 |
6193. | 6193   -.6258299 |
6194. | 6194   -.6769463 |
6195. | 6195    2.820884 |
      |------------------|
6196. | 6196   -.7613568 |
6197. | 6197   -.4396912 |
6198. | 6198   -1.381559 |
6199. | 6199    1.488793 |
6200. | 6200   -.7538452 |
      |------------------|
6201. | 6201   -.7281902 |
6202. | 6202     -1.4142 |
6203. | 6203   -.1716603 |
6204. | 6204   -.1375491 |
6205. | 6205    1.389721 |
      |------------------|
6206. | 6206    .0215519 |
6207. | 6207    .6356861 |
6208. | 6208   -.3095964 |
6209. | 6209   -.8108523 |
6210. | 6210   -1.871602 |
      |------------------|
6211. | 6211   -.4840823 |
6212. | 6212   -1.335264 |
6213. | 6213   -1.202729 |
6214. | 6214    1.704441 |
6215. | 6215   -1.402213 |
      |------------------|
6216. | 6216    .7271597 |
6217. | 6217    .2066716 |
6218. | 6218    -.710677 |
6219. | 6219    .2134787 |
6220. | 6220   -.3913136 |
      |------------------|
6221. | 6221    1.393896 |
6222. | 6222    .1057779 |
6223. | 6223    1.034565 |
6224. | 6224   -1.430335 |
6225. | 6225    .2188654 |
      |------------------|
6226. | 6226     .362141 |
6227. | 6227    .2790637 |
6228. | 6228   -.8817225 |
6229. | 6229   -1.014899 |
6230. | 6230    2.168248 |
      |------------------|
6231. | 6231    .8099052 |
6232. | 6232    .4859594 |
6233. | 6233   -2.378814 |
6234. | 6234   -.1259388 |
6235. | 6235   -.7902517 |
      |------------------|
6236. | 6236   -.8498052 |
6237. | 6237    1.969656 |
6238. | 6238    -.293225 |
6239. | 6239   -2.148205 |
6240. | 6240   -.1876456 |
      |------------------|
6241. | 6241   -.5179228 |
6242. | 6242    1.310633 |
6243. | 6243    1.605772 |
6244. | 6244   -1.628944 |
6245. | 6245    .7248185 |
      |------------------|
6246. | 6246    .7407869 |
6247. | 6247   -.0915388 |
6248. | 6248   -1.310639 |
6249. | 6249     2.30133 |
6250. | 6250   -1.246335 |
      |------------------|
6251. | 6251    .2389501 |
6252. | 6252    1.208925 |
6253. | 6253   -1.199683 |
6254. | 6254   -.2961577 |
6255. | 6255    .8066956 |
      |------------------|
6256. | 6256   -.2655094 |
6257. | 6257   -1.084198 |
6258. | 6258    2.157103 |
6259. | 6259   -1.643827 |
6260. | 6260    1.320655 |
      |------------------|
6261. | 6261   -.6527707 |
6262. | 6262   -.1724331 |
6263. | 6263   -1.323722 |
6264. | 6264    -.717438 |
6265. | 6265    1.375869 |
      |------------------|
6266. | 6266    .1955468 |
6267. | 6267   -1.548153 |
6268. | 6268   -.3383402 |
6269. | 6269    .4499502 |
6270. | 6270    .2212735 |
      |------------------|
6271. | 6271    .9362209 |
6272. | 6272    .7906358 |
6273. | 6273     .601068 |
6274. | 6274   -1.912597 |
6275. | 6275   -.9435797 |
      |------------------|
6276. | 6276    1.099931 |
6277. | 6277    .2071338 |
6278. | 6278    .1030546 |
6279. | 6279    .8940692 |
6280. | 6280   -2.255458 |
      |------------------|
6281. | 6281    2.520202 |
6282. | 6282   -1.428125 |
6283. | 6283   -.0267447 |
6284. | 6284   -.9890867 |
6285. | 6285   -1.001236 |
      |------------------|
6286. | 6286     1.39703 |
6287. | 6287   -1.937482 |
6288. | 6288    -1.57031 |
6289. | 6289   -1.266906 |
6290. | 6290   -1.523108 |
      |------------------|
6291. | 6291    .6712663 |
6292. | 6292   -.0881047 |
6293. | 6293   -.6259885 |
6294. | 6294    1.521391 |
6295. | 6295    .9661547 |
      |------------------|
6296. | 6296     .996188 |
6297. | 6297     .865518 |
6298. | 6298    2.396312 |
6299. | 6299    .0288832 |
6300. | 6300    .7819721 |
      |------------------|
6301. | 6301    2.027824 |
6302. | 6302    -1.42863 |
6303. | 6303   -1.139665 |
6304. | 6304   -.3719546 |
6305. | 6305    .7718564 |
      |------------------|
6306. | 6306    .0677411 |
6307. | 6307    .5393179 |
6308. | 6308   -.2438704 |
6309. | 6309   -2.257259 |
6310. | 6310     .127031 |
      |------------------|
6311. | 6311    .5579301 |
6312. | 6312   -1.130558 |
6313. | 6313   -.2443387 |
6314. | 6314    .6491104 |
6315. | 6315    -1.94103 |
      |------------------|
6316. | 6316    .9646428 |
6317. | 6317    .4762339 |
6318. | 6318      1.0912 |
6319. | 6319    -.729403 |
6320. | 6320     1.17539 |
      |------------------|
6321. | 6321    -1.10783 |
6322. | 6322     .306362 |
6323. | 6323    .2219904 |
6324. | 6324    .8661398 |
6325. | 6325    .3801643 |
      |------------------|
6326. | 6326    2.568189 |
6327. | 6327    1.972359 |
6328. | 6328    1.881982 |
6329. | 6329    1.101512 |
6330. | 6330    1.365348 |
      |------------------|
6331. | 6331    .4856177 |
6332. | 6332    .3514199 |
6333. | 6333     2.13543 |
6334. | 6334   -.6726283 |
6335. | 6335    .4457768 |
      |------------------|
6336. | 6336   -2.388615 |
6337. | 6337   -1.090509 |
6338. | 6338   -2.089654 |
6339. | 6339    .9847506 |
6340. | 6340    .1566404 |
      |------------------|
6341. | 6341   -.0438845 |
6342. | 6342   -.4092025 |
6343. | 6343    .6914201 |
6344. | 6344    .5559399 |
6345. | 6345     1.03168 |
      |------------------|
6346. | 6346    .2495775 |
6347. | 6347    -1.89844 |
6348. | 6348    1.305193 |
6349. | 6349    .0330605 |
6350. | 6350    .0274895 |
      |------------------|
6351. | 6351   -1.528223 |
6352. | 6352    .5321945 |
6353. | 6353    1.288011 |
6354. | 6354    1.797196 |
6355. | 6355    1.702724 |
      |------------------|
6356. | 6356   -.2328178 |
6357. | 6357   -.4188803 |
6358. | 6358   -1.681922 |
6359. | 6359    .8133432 |
6360. | 6360    1.344787 |
      |------------------|
6361. | 6361   -.8900243 |
6362. | 6362    1.324633 |
6363. | 6363    -.144284 |
6364. | 6364    .7780827 |
6365. | 6365    .4869641 |
      |------------------|
6366. | 6366   -.4649406 |
6367. | 6367   -1.944918 |
6368. | 6368   -.2913784 |
6369. | 6369    1.227139 |
6370. | 6370   -.7519485 |
      |------------------|
6371. | 6371    1.889013 |
6372. | 6372   -.6059765 |
6373. | 6373     -1.2101 |
6374. | 6374   -.6915562 |
6375. | 6375    1.199897 |
      |------------------|
6376. | 6376    .4184545 |
6377. | 6377   -1.297115 |
6378. | 6378    .3460676 |
6379. | 6379   -.9727983 |
6380. | 6380   -.4901396 |
      |------------------|
6381. | 6381    1.046291 |
6382. | 6382   -.8073273 |
6383. | 6383    2.510615 |
6384. | 6384   -1.527947 |
6385. | 6385    .3673937 |
      |------------------|
6386. | 6386   -.1784041 |
6387. | 6387   -.8096585 |
6388. | 6388   -1.040892 |
6389. | 6389    .2912344 |
6390. | 6390     -.45242 |
      |------------------|
6391. | 6391    .5211958 |
6392. | 6392    1.434406 |
6393. | 6393   -.7385195 |
6394. | 6394   -1.168528 |
6395. | 6395    .4272748 |
      |------------------|
6396. | 6396       .2708 |
6397. | 6397    1.762503 |
6398. | 6398    .1215359 |
6399. | 6399   -.7093579 |
6400. | 6400    1.510377 |
      |------------------|
6401. | 6401    .7048972 |
6402. | 6402   -1.458806 |
6403. | 6403   -.8924705 |
6404. | 6404    1.132956 |
6405. | 6405   -.7258305 |
      |------------------|
6406. | 6406    -.738789 |
6407. | 6407   -.3714844 |
6408. | 6408    .8163273 |
6409. | 6409   -2.164177 |
6410. | 6410    2.526176 |
      |------------------|
6411. | 6411    .0918623 |
6412. | 6412   -.3441465 |
6413. | 6413    -.450925 |
6414. | 6414   -.5702984 |
6415. | 6415    1.435476 |
      |------------------|
6416. | 6416   -1.081846 |
6417. | 6417   -.4445701 |
6418. | 6418    -.267785 |
6419. | 6419   -.2600862 |
6420. | 6420   -1.588237 |
      |------------------|
6421. | 6421    .1820782 |
6422. | 6422   -.9722795 |
6423. | 6423   -.2321845 |
6424. | 6424   -1.698262 |
6425. | 6425    .2474778 |
      |------------------|
6426. | 6426   -1.182656 |
6427. | 6427    1.552862 |
6428. | 6428   -.6347101 |
6429. | 6429    -.188699 |
6430. | 6430   -1.354579 |
      |------------------|
6431. | 6431    -.213548 |
6432. | 6432    .3017324 |
6433. | 6433   -1.355133 |
6434. | 6434    .7377653 |
6435. | 6435   -2.714103 |
      |------------------|
6436. | 6436   -2.025186 |
6437. | 6437    .3407491 |
6438. | 6438    .5092157 |
6439. | 6439   -1.132395 |
6440. | 6440    .2327513 |
      |------------------|
6441. | 6441   -.9698045 |
6442. | 6442   -.1826432 |
6443. | 6443    1.829378 |
6444. | 6444   -.5636253 |
6445. | 6445    .7646146 |
      |------------------|
6446. | 6446    .5032067 |
6447. | 6447    1.695503 |
6448. | 6448   -1.507165 |
6449. | 6449   -.0340053 |
6450. | 6450    -1.66461 |
      |------------------|
6451. | 6451   -.1639955 |
6452. | 6452   -.8739894 |
6453. | 6453     -.10076 |
6454. | 6454    .2360333 |
6455. | 6455    1.035879 |
      |------------------|
6456. | 6456   -1.337702 |
6457. | 6457   -.1616945 |
6458. | 6458   -.8001156 |
6459. | 6459    1.368331 |
6460. | 6460    2.081137 |
      |------------------|
6461. | 6461   -.0972926 |
6462. | 6462    .0739779 |
6463. | 6463   -.0235527 |
6464. | 6464   -.2809967 |
6465. | 6465    3.098752 |
      |------------------|
6466. | 6466   -.4266528 |
6467. | 6467   -.5825095 |
6468. | 6468   -.5404403 |
6469. | 6469    .6915553 |
6470. | 6470    .8655009 |
      |------------------|
6471. | 6471   -2.020578 |
6472. | 6472    1.355189 |
6473. | 6473   -.8380767 |
6474. | 6474   -.0211456 |
6475. | 6475    1.088447 |
      |------------------|
6476. | 6476   -.3977005 |
6477. | 6477    .1617681 |
6478. | 6478   -.5280476 |
6479. | 6479    2.294043 |
6480. | 6480    1.925809 |
      |------------------|
6481. | 6481    .7317636 |
6482. | 6482   -2.400883 |
6483. | 6483   -.0801267 |
6484. | 6484   -.5410402 |
6485. | 6485   -2.076725 |
      |------------------|
6486. | 6486    .2704121 |
6487. | 6487   -.1335464 |
6488. | 6488    2.062084 |
6489. | 6489   -.5214352 |
6490. | 6490   -.2189755 |
      |------------------|
6491. | 6491    .4087159 |
6492. | 6492   -.0128315 |
6493. | 6493   -.3828977 |
6494. | 6494   -1.136145 |
6495. | 6495    1.112178 |
      |------------------|
6496. | 6496    .3545349 |
6497. | 6497   -.9883757 |
6498. | 6498   -.1616345 |
6499. | 6499    .1387798 |
6500. | 6500    .6837835 |
      |------------------|
6501. | 6501     .365283 |
6502. | 6502   -.1232374 |
6503. | 6503   -.9191478 |
6504. | 6504   -.5032239 |
6505. | 6505    .6826946 |
      |------------------|
6506. | 6506    .5325639 |
6507. | 6507    .2821839 |
6508. | 6508   -.0632932 |
6509. | 6509   -.5361059 |
6510. | 6510   -.4448299 |
      |------------------|
6511. | 6511   -.6344616 |
6512. | 6512   -2.302603 |
6513. | 6513   -.2170198 |
6514. | 6514    1.254947 |
6515. | 6515    .5453941 |
      |------------------|
6516. | 6516    2.182167 |
6517. | 6517    .5088184 |
6518. | 6518    .2652144 |
6519. | 6519   -1.723269 |
6520. | 6520   -.5367078 |
      |------------------|
6521. | 6521    .5913001 |
6522. | 6522   -.3941071 |
6523. | 6523    1.045271 |
6524. | 6524   -.5116295 |
6525. | 6525   -.3918126 |
      |------------------|
6526. | 6526    .8799701 |
6527. | 6527    .5133546 |
6528. | 6528    .9671528 |
6529. | 6529   -.0230279 |
6530. | 6530    1.062716 |
      |------------------|
6531. | 6531   -.2623284 |
6532. | 6532    1.801017 |
6533. | 6533   -.0484929 |
6534. | 6534   -.0864829 |
6535. | 6535    2.078127 |
      |------------------|
6536. | 6536    .8504831 |
6537. | 6537   -.0495187 |
6538. | 6538    .8916287 |
6539. | 6539   -.9715474 |
6540. | 6540   -.3144843 |
      |------------------|
6541. | 6541    1.451893 |
6542. | 6542    .8304175 |
6543. | 6543    .1469875 |
6544. | 6544    .9327567 |
6545. | 6545    .9531961 |
      |------------------|
6546. | 6546    -.697617 |
6547. | 6547   -.6870795 |
6548. | 6548    1.392326 |
6549. | 6549    .1804607 |
6550. | 6550   -.6501327 |
      |------------------|
6551. | 6551    1.768267 |
6552. | 6552    1.101437 |
6553. | 6553   -1.024849 |
6554. | 6554   -1.855089 |
6555. | 6555    .9696791 |
      |------------------|
6556. | 6556   -.1041717 |
6557. | 6557   -.6388819 |
6558. | 6558   -.3371143 |
6559. | 6559   -.1879132 |
6560. | 6560      .10934 |
      |------------------|
6561. | 6561     .551268 |
6562. | 6562    .4699807 |
6563. | 6563    .1921376 |
6564. | 6564   -.2730103 |
6565. | 6565    .0590294 |
      |------------------|
6566. | 6566   -1.022203 |
6567. | 6567     -.37698 |
6568. | 6568    1.090788 |
6569. | 6569   -.1807376 |
6570. | 6570   -1.085727 |
      |------------------|
6571. | 6571   -.5759619 |
6572. | 6572   -.0098804 |
6573. | 6573    1.630418 |
6574. | 6574    .3080787 |
6575. | 6575    1.324609 |
      |------------------|
6576. | 6576    -.754607 |
6577. | 6577     .084728 |
6578. | 6578   -1.944658 |
6579. | 6579    1.203641 |
6580. | 6580   -.7905578 |
      |------------------|
6581. | 6581    .2889651 |
6582. | 6582    .9165184 |
6583. | 6583    .4983941 |
6584. | 6584    1.278025 |
6585. | 6585   -1.414441 |
      |------------------|
6586. | 6586   -.0227439 |
6587. | 6587    .1949216 |
6588. | 6588   -.4614395 |
6589. | 6589   -2.692362 |
6590. | 6590   -1.034492 |
      |------------------|
6591. | 6591   -.0281354 |
6592. | 6592   -.3557538 |
6593. | 6593    1.768213 |
6594. | 6594   -.8226755 |
6595. | 6595     1.50771 |
      |------------------|
6596. | 6596    1.825052 |
6597. | 6597    .1530826 |
6598. | 6598   -.4079984 |
6599. | 6599    .2478895 |
6600. | 6600    .5799528 |
      |------------------|
6601. | 6601    .1619968 |
6602. | 6602    .2171099 |
6603. | 6603   -.8413557 |
6604. | 6604    1.048954 |
6605. | 6605   -.0488207 |
      |------------------|
6606. | 6606    -.029755 |
6607. | 6607    .4430865 |
6608. | 6608    .8798355 |
6609. | 6609    .8097411 |
6610. | 6610    -.612532 |
      |------------------|
6611. | 6611     .411056 |
6612. | 6612    .2290376 |
6613. | 6613   -.4884851 |
6614. | 6614    .6380093 |
6615. | 6615    .8015723 |
      |------------------|
6616. | 6616    .2852391 |
6617. | 6617    .4048067 |
6618. | 6618   -1.593593 |
6619. | 6619    .7547156 |
6620. | 6620    .5989954 |
      |------------------|
6621. | 6621    -.337654 |
6622. | 6622   -1.243514 |
6623. | 6623   -.4908817 |
6624. | 6624   -.7721741 |
6625. | 6625   -.3415478 |
      |------------------|
6626. | 6626   -.2215888 |
6627. | 6627   -.0101053 |
6628. | 6628   -2.477798 |
6629. | 6629    .6346986 |
6630. | 6630    .2132251 |
      |------------------|
6631. | 6631   -1.142498 |
6632. | 6632    .0170382 |
6633. | 6633    -.764371 |
6634. | 6634    1.540992 |
6635. | 6635   -1.409497 |
      |------------------|
6636. | 6636   -1.989031 |
6637. | 6637    1.447507 |
6638. | 6638    1.636646 |
6639. | 6639   -.3014522 |
6640. | 6640    1.906407 |
      |------------------|
6641. | 6641   -.2391017 |
6642. | 6642    .0145192 |
6643. | 6643     .846581 |
6644. | 6644   -.5958214 |
6645. | 6645   -.3807546 |
      |------------------|
6646. | 6646    .6180471 |
6647. | 6647   -.2605553 |
6648. | 6648    .8323076 |
6649. | 6649    .2720616 |
6650. | 6650   -1.249406 |
      |------------------|
6651. | 6651   -1.309099 |
6652. | 6652   -1.660292 |
6653. | 6653    .6373914 |
6654. | 6654   -1.007988 |
6655. | 6655    .1099785 |
      |------------------|
6656. | 6656   -1.321321 |
6657. | 6657    .0795461 |
6658. | 6658   -1.093921 |
6659. | 6659    2.114599 |
6660. | 6660    .0024344 |
      |------------------|
6661. | 6661    .9485922 |
6662. | 6662     .884932 |
6663. | 6663   -.5013562 |
6664. | 6664    .1585073 |
6665. | 6665    1.091744 |
      |------------------|
6666. | 6666   -.4386621 |
6667. | 6667   -1.088585 |
6668. | 6668   -1.165962 |
6669. | 6669   -1.309503 |
6670. | 6670    .6148534 |
      |------------------|
6671. | 6671    .2234822 |
6672. | 6672    2.310441 |
6673. | 6673    1.009459 |
6674. | 6674   -.7912661 |
6675. | 6675    .5287659 |
      |------------------|
6676. | 6676    1.146446 |
6677. | 6677   -.0163161 |
6678. | 6678   -.5349451 |
6679. | 6679   -.2908638 |
6680. | 6680   -.7518541 |
      |------------------|
6681. | 6681     .032728 |
6682. | 6682   -1.634367 |
6683. | 6683    .7740737 |
6684. | 6684    .6266938 |
6685. | 6685    .0206783 |
      |------------------|
6686. | 6686   -1.551696 |
6687. | 6687   -.0285315 |
6688. | 6688    .6350538 |
6689. | 6689    .4051014 |
6690. | 6690   -.0321846 |
      |------------------|
6691. | 6691    .4364592 |
6692. | 6692   -.4675677 |
6693. | 6693   -1.735267 |
6694. | 6694     .630238 |
6695. | 6695    1.071696 |
      |------------------|
6696. | 6696    1.063495 |
6697. | 6697   -.8957886 |
6698. | 6698    .1150786 |
6699. | 6699   -.5080286 |
6700. | 6700    1.199611 |
      |------------------|
6701. | 6701    1.065799 |
6702. | 6702    1.738823 |
6703. | 6703   -2.411579 |
6704. | 6704     .807596 |
6705. | 6705    .6095097 |
      |------------------|
6706. | 6706   -.3370677 |
6707. | 6707    1.050657 |
6708. | 6708     2.31815 |
6709. | 6709   -.2637129 |
6710. | 6710   -.7462418 |
      |------------------|
6711. | 6711   -.7196735 |
6712. | 6712   -.3402805 |
6713. | 6713    .2516036 |
6714. | 6714    .8061428 |
6715. | 6715    .4563465 |
      |------------------|
6716. | 6716   -1.575244 |
6717. | 6717   -1.222101 |
6718. | 6718   -1.231923 |
6719. | 6719    2.554723 |
6720. | 6720    .7959331 |
      |------------------|
6721. | 6721   -.8180524 |
6722. | 6722    1.604205 |
6723. | 6723   -.8801065 |
6724. | 6724   -.6462716 |
6725. | 6725    1.228681 |
      |------------------|
6726. | 6726    .2050274 |
6727. | 6727    .6795255 |
6728. | 6728   -1.882354 |
6729. | 6729    .1810137 |
6730. | 6730    1.388055 |
      |------------------|
6731. | 6731    -.491508 |
6732. | 6732   -.2835189 |
6733. | 6733    2.364769 |
6734. | 6734    -.233402 |
6735. | 6735   -.1115024 |
      |------------------|
6736. | 6736    .5403467 |
6737. | 6737    .1078332 |
6738. | 6738    1.655225 |
6739. | 6739    .5003358 |
6740. | 6740   -.3719863 |
      |------------------|
6741. | 6741    .6449631 |
6742. | 6742    .2128107 |
6743. | 6743    1.039666 |
6744. | 6744   -.3611311 |
6745. | 6745    1.652439 |
      |------------------|
6746. | 6746    .4938459 |
6747. | 6747   -2.045101 |
6748. | 6748    .5776426 |
6749. | 6749   -1.089896 |
6750. | 6750   -.0200728 |
      |------------------|
6751. | 6751   -.1037201 |
6752. | 6752   -1.376383 |
6753. | 6753   -2.023405 |
6754. | 6754    -.565324 |
6755. | 6755   -.1507531 |
      |------------------|
6756. | 6756   -.7927622 |
6757. | 6757   -.4835244 |
6758. | 6758   -.9580567 |
6759. | 6759    -1.03826 |
6760. | 6760    .8727019 |
      |------------------|
6761. | 6761   -.8663955 |
6762. | 6762   -1.205721 |
6763. | 6763    .3968558 |
6764. | 6764    .3503798 |
6765. | 6765    1.843683 |
      |------------------|
6766. | 6766     .410615 |
6767. | 6767    1.035408 |
6768. | 6768    1.154151 |
6769. | 6769   -2.188431 |
6770. | 6770   -1.155398 |
      |------------------|
6771. | 6771   -.9950995 |
6772. | 6772   -.8739712 |
6773. | 6773    .3907875 |
6774. | 6774    1.180234 |
6775. | 6775    .4866939 |
      |------------------|
6776. | 6776    2.526715 |
6777. | 6777   -1.100725 |
6778. | 6778   -.2788216 |
6779. | 6779   -1.893389 |
6780. | 6780    .9430262 |
      |------------------|
6781. | 6781    .0026213 |
6782. | 6782   -.5636418 |
6783. | 6783   -1.487243 |
6784. | 6784   -.7190957 |
6785. | 6785    .0772132 |
      |------------------|
6786. | 6786     -.17308 |
6787. | 6787    .1505753 |
6788. | 6788   -.3392947 |
6789. | 6789   -.3064363 |
6790. | 6790   -.5023035 |
      |------------------|
6791. | 6791   -.1813316 |
6792. | 6792    -1.97367 |
6793. | 6793     1.12508 |
6794. | 6794   -1.121405 |
6795. | 6795    .0802812 |
      |------------------|
6796. | 6796    .7141479 |
6797. | 6797    .2780799 |
6798. | 6798   -.8842359 |
6799. | 6799     .440616 |
6800. | 6800    .5656172 |
      |------------------|
6801. | 6801     .725738 |
6802. | 6802    -.389331 |
6803. | 6803    1.308295 |
6804. | 6804   -1.617589 |
6805. | 6805    .7235224 |
      |------------------|
6806. | 6806    1.225842 |
6807. | 6807    1.053969 |
6808. | 6808    1.339474 |
6809. | 6809   -.7412466 |
6810. | 6810   -1.499297 |
      |------------------|
6811. | 6811    1.803824 |
6812. | 6812   -.1376017 |
6813. | 6813     .804077 |
6814. | 6814   -.4806713 |
6815. | 6815    2.544963 |
      |------------------|
6816. | 6816    .4863507 |
6817. | 6817   -.8081653 |
6818. | 6818    .3660628 |
6819. | 6819    .8542738 |
6820. | 6820   -1.012207 |
      |------------------|
6821. | 6821    1.617202 |
6822. | 6822    1.266979 |
6823. | 6823   -1.398063 |
6824. | 6824   -1.337162 |
6825. | 6825    .8433552 |
      |------------------|
6826. | 6826   -1.066238 |
6827. | 6827    .5181201 |
6828. | 6828     .524917 |
6829. | 6829    .8785784 |
6830. | 6830   -.1784056 |
      |------------------|
6831. | 6831    1.270359 |
6832. | 6832     .054161 |
6833. | 6833   -.3313172 |
6834. | 6834   -1.475405 |
6835. | 6835    .6267724 |
      |------------------|
6836. | 6836   -.5892313 |
6837. | 6837     1.72912 |
6838. | 6838   -1.773151 |
6839. | 6839   -.4999057 |
6840. | 6840    -.422488 |
      |------------------|
6841. | 6841    .9666795 |
6842. | 6842   -.9086532 |
6843. | 6843     1.78587 |
6844. | 6844    -.233928 |
6845. | 6845   -.8858817 |
      |------------------|
6846. | 6846     .380702 |
6847. | 6847     .058481 |
6848. | 6848   -.5219964 |
6849. | 6849    .0687116 |
6850. | 6850    1.105563 |
      |------------------|
6851. | 6851    1.205727 |
6852. | 6852    .5435708 |
6853. | 6853    .7437447 |
6854. | 6854    1.139134 |
6855. | 6855   -.5755786 |
      |------------------|
6856. | 6856   -.0768688 |
6857. | 6857   -.6112804 |
6858. | 6858   -.8432503 |
6859. | 6859    1.229389 |
6860. | 6860   -.6586276 |
      |------------------|
6861. | 6861   -1.596496 |
6862. | 6862    .7306131 |
6863. | 6863    .3281032 |
6864. | 6864    1.860194 |
6865. | 6865   -1.541266 |
      |------------------|
6866. | 6866    1.293607 |
6867. | 6867    .2939573 |
6868. | 6868   -2.324139 |
6869. | 6869   -1.505665 |
6870. | 6870     -.40169 |
      |------------------|
6871. | 6871    1.236035 |
6872. | 6872   -.8680799 |
6873. | 6873   -.2830531 |
6874. | 6874   -2.018628 |
6875. | 6875    .8761593 |
      |------------------|
6876. | 6876    .0094958 |
6877. | 6877    .8238045 |
6878. | 6878      1.5842 |
6879. | 6879    1.364752 |
6880. | 6880   -.3003305 |
      |------------------|
6881. | 6881   -1.415682 |
6882. | 6882    2.167405 |
6883. | 6883    -.197443 |
6884. | 6884   -2.828591 |
6885. | 6885   -.9219641 |
      |------------------|
6886. | 6886    .7109401 |
6887. | 6887    .4641982 |
6888. | 6888   -1.685104 |
6889. | 6889    .4914257 |
6890. | 6890    .5792225 |
      |------------------|
6891. | 6891    1.143058 |
6892. | 6892    .6683207 |
6893. | 6893   -.9718652 |
6894. | 6894   -.4140584 |
6895. | 6895    2.263122 |
      |------------------|
6896. | 6896    2.006498 |
6897. | 6897     .125676 |
