
      +------------------------------+
      |   id          x1          x2 |
6289. | 6289   -1.266906   -1.293203 |
6290. | 6290   -1.523108   -.6543774 |
      |------------------------------|
6291. | 6291    .6712663    .1430912 |
6292. | 6292   -.0881047   -1.510866 |
6293. | 6293   -.6259885    .2485487 |
6294. | 6294    1.521391   -.1625302 |
6295. | 6295    .9661547   -.1724143 |
      |------------------------------|
6296. | 6296     .996188    .7882741 |
6297. | 6297     .865518    -.913578 |
6298. | 6298    2.396312    1.468429 |
6299. | 6299    .0288832   -.0127712 |
6300. | 6300    .7819721    .0734915 |
      |------------------------------|
6301. | 6301    2.027824    1.146634 |
6302. | 6302    -1.42863     -.52339 |
6303. | 6303   -1.139665   -.3775046 |
6304. | 6304   -.3719546    .1358061 |
6305. | 6305    .7718564    -.025893 |
      |------------------------------|
6306. | 6306    .0677411   -.1130376 |
6307. | 6307    .5393179    .7435749 |
6308. | 6308   -.2438704    1.031911 |
6309. | 6309   -2.257259    -1.48359 |
6310. | 6310     .127031    .6875569 |
      |------------------------------|
6311. | 6311    .5579301   -.4417044 |
6312. | 6312   -1.130558    .1873858 |
6313. | 6313   -.2443387    .0735941 |
6314. | 6314    .6491104    .7526233 |
6315. | 6315    -1.94103    .6245848 |
      |------------------------------|
6316. | 6316    .9646428    .1355855 |
6317. | 6317    .4762339    .1474936 |
6318. | 6318      1.0912   -.2779823 |
6319. | 6319    -.729403    .6783659 |
6320. | 6320     1.17539   -.6648407 |
      |------------------------------|
6321. | 6321    -1.10783   -.4909436 |
6322. | 6322     .306362   -1.288487 |
6323. | 6323    .2219904   -.9311606 |
6324. | 6324    .8661398    .0153581 |
6325. | 6325    .3801643    .5495034 |
      |------------------------------|
6326. | 6326    2.568189   -.8870074 |
6327. | 6327    1.972359   -1.255246 |
6328. | 6328    1.881982   -.5960642 |
6329. | 6329    1.101512   -1.030577 |
6330. | 6330    1.365348    .4542783 |
      |------------------------------|
6331. | 6331    .4856177   -.8146267 |
6332. | 6332    .3514199    .3837093 |
6333. | 6333     2.13543   -.2151612 |
6334. | 6334   -.6726283    .8601135 |
6335. | 6335    .4457768    .3356225 |
      |------------------------------|
6336. | 6336   -2.388615    .8626113 |
6337. | 6337   -1.090509    .7245026 |
6338. | 6338   -2.089654   -1.695742 |
6339. | 6339    .9847506    .2434276 |
6340. | 6340    .1566404   -2.401104 |
      |------------------------------|
6341. | 6341   -.0438845    1.716561 |
6342. | 6342   -.4092025   -.1747736 |
6343. | 6343    .6914201   -.6271647 |
6344. | 6344    .5559399     .500872 |
6345. | 6345     1.03168    .1690537 |
      |------------------------------|
6346. | 6346    .2495775    .0305385 |
6347. | 6347    -1.89844    .8873997 |
6348. | 6348    1.305193    1.380441 |
6349. | 6349    .0330605   -1.236461 |
6350. | 6350    .0274895   -1.851657 |
      |------------------------------|
6351. | 6351   -1.528223   -.8606551 |
6352. | 6352    .5321945    .0686941 |
6353. | 6353    1.288011    1.074484 |
6354. | 6354    1.797196   -.0128426 |
6355. | 6355    1.702724    2.042622 |
      |------------------------------|
6356. | 6356   -.2328178    .1179093 |
6357. | 6357   -.4188803   -.2807904 |
6358. | 6358   -1.681922    2.093634 |
6359. | 6359    .8133432   -.0114592 |
6360. | 6360    1.344787   -1.342643 |
      |------------------------------|
6361. | 6361   -.8900243   -.4335963 |
6362. | 6362    1.324633    1.098409 |
6363. | 6363    -.144284    1.590088 |
6364. | 6364    .7780827   -.4284877 |
6365. | 6365    .4869641   -.4379601 |
      |------------------------------|
6366. | 6366   -.4649406    .4011828 |
6367. | 6367   -1.944918   -.9728649 |
6368. | 6368   -.2913784    .8438954 |
6369. | 6369    1.227139    .0319315 |
6370. | 6370   -.7519485    .0615437 |
      |------------------------------|
6371. | 6371    1.889013   -.7579869 |
6372. | 6372   -.6059765   -.7874522 |
6373. | 6373     -1.2101    .7236144 |
6374. | 6374   -.6915562   -.5448314 |
6375. | 6375    1.199897    .6570289 |
      |------------------------------|
6376. | 6376    .4184545   -.0066573 |
6377. | 6377   -1.297115    .3469585 |
6378. | 6378    .3460676   -1.162415 |
6379. | 6379   -.9727983    .0616013 |
6380. | 6380   -.4901396    .6845027 |
      |------------------------------|
6381. | 6381    1.046291    1.424333 |
6382. | 6382   -.8073273    1.680603 |
6383. | 6383    2.510615   -2.409988 |
6384. | 6384   -1.527947    2.459607 |
6385. | 6385    .3673937    .7667893 |
      |------------------------------|
6386. | 6386   -.1784041   -.0352417 |
6387. | 6387   -.8096585   -.3172385 |
6388. | 6388   -1.040892   -.0484731 |
6389. | 6389    .2912344   -1.635396 |
6390. | 6390     -.45242    .7806965 |
      |------------------------------|
6391. | 6391    .5211958    .1841695 |
6392. | 6392    1.434406    -.064706 |
6393. | 6393   -.7385195    .2553691 |
6394. | 6394   -1.168528    1.032172 |
6395. | 6395    .4272748    .7134743 |
      |------------------------------|
6396. | 6396       .2708   -.7082942 |
6397. | 6397    1.762503    .7093499 |
6398. | 6398    .1215359   -.6939045 |
6399. | 6399   -.7093579    1.108078 |
6400. | 6400    1.510377    1.237834 |
      |------------------------------|
6401. | 6401    .7048972   -.4977976 |
6402. | 6402   -1.458806    1.238446 |
6403. | 6403   -.8924705    .2125815 |
6404. | 6404    1.132956   -2.557841 |
6405. | 6405   -.7258305   -.3821708 |
      |------------------------------|
6406. | 6406    -.738789    .6981909 |
6407. | 6407   -.3714844    .4403154 |
6408. | 6408    .8163273    .9748909 |
6409. | 6409   -2.164177    .2402444 |
6410. | 6410    2.526176     .834352 |
      |------------------------------|
6411. | 6411    .0918623   -.1931594 |
6412. | 6412   -.3441465   -.3396033 |
6413. | 6413    -.450925   -.4177542 |
6414. | 6414   -.5702984    1.587852 |
6415. | 6415    1.435476   -.1442555 |
      |------------------------------|
6416. | 6416   -1.081846    .9749246 |
6417. | 6417   -.4445701    .4591863 |
6418. | 6418    -.267785   -.3864237 |
6419. | 6419   -.2600862    .9916608 |
6420. | 6420   -1.588237    .3891374 |
      |------------------------------|
6421. | 6421    .1820782    .9213572 |
6422. | 6422   -.9722795   -.5175897 |
6423. | 6423   -.2321845   -.6035744 |
6424. | 6424   -1.698262    .1000955 |
6425. | 6425    .2474778   -.7859754 |
      |------------------------------|
6426. | 6426   -1.182656   -1.809453 |
6427. | 6427    1.552862    .3801077 |
6428. | 6428   -.6347101   -.0948245 |
6429. | 6429    -.188699    .4749774 |
6430. | 6430   -1.354579     .253738 |
      |------------------------------|
6431. | 6431    -.213548    .0855028 |
6432. | 6432    .3017324   -.5224805 |
6433. | 6433   -1.355133    .6216296 |
6434. | 6434    .7377653   -.4338705 |
6435. | 6435   -2.714103   -.6702763 |
      |------------------------------|
6436. | 6436   -2.025186    .7376335 |
6437. | 6437    .3407491    .9056415 |
6438. | 6438    .5092157   -.6908578 |
6439. | 6439   -1.132395   -.7030154 |
6440. | 6440    .2327513   -2.324439 |
      |------------------------------|
6441. | 6441   -.9698045   -2.246125 |
6442. | 6442   -.1826432   -.2194443 |
6443. | 6443    1.829378    .9900276 |
6444. | 6444   -.5636253   -.3611889 |
6445. | 6445    .7646146    .0128605 |
      |------------------------------|
6446. | 6446    .5032067   -.5977343 |
6447. | 6447    1.695503    .7721761 |
6448. | 6448   -1.507165   -.7389086 |
6449. | 6449   -.0340053       -.198 |
6450. | 6450    -1.66461    .3550821 |
      |------------------------------|
6451. | 6451   -.1639955    .6452955 |
6452. | 6452   -.8739894    1.236846 |
6453. | 6453     -.10076     1.13543 |
6454. | 6454    .2360333   -1.284478 |
6455. | 6455    1.035879    .0194407 |
      |------------------------------|
6456. | 6456   -1.337702     .043201 |
6457. | 6457   -.1616945      .41385 |
6458. | 6458   -.8001156     .140363 |
6459. | 6459    1.368331   -.4224641 |
6460. | 6460    2.081137   -1.327191 |
      |------------------------------|
6461. | 6461   -.0972926   -.0054835 |
6462. | 6462    .0739779   -.3769367 |
6463. | 6463   -.0235527    1.471817 |
6464. | 6464   -.2809967   -.5413266 |
6465. | 6465    3.098752    -.234327 |
      |------------------------------|
6466. | 6466   -.4266528   -1.342221 |
6467. | 6467   -.5825095   -.5465297 |
6468. | 6468   -.5404403     .352724 |
6469. | 6469    .6915553    .9004172 |
6470. | 6470    .8655009   -1.056918 |
      |------------------------------|
6471. | 6471   -2.020578   -.9199102 |
6472. | 6472    1.355189   -.3975548 |
6473. | 6473   -.8380767    1.418774 |
6474. | 6474   -.0211456    .2595017 |
6475. | 6475    1.088447    1.024771 |
      |------------------------------|
6476. | 6476   -.3977005    1.016984 |
6477. | 6477    .1617681    .1812716 |
6478. | 6478   -.5280476   -.2791264 |
6479. | 6479    2.294043    .0152628 |
6480. | 6480    1.925809   -.2290906 |
      |------------------------------|
6481. | 6481    .7317636    2.030862 |
6482. | 6482   -2.400883   -1.131891 |
6483. | 6483   -.0801267    .2304596 |
6484. | 6484   -.5410402    1.649196 |
6485. | 6485   -2.076725    .3584125 |
      |------------------------------|
6486. | 6486    .2704121   -.0485143 |
6487. | 6487   -.1335464    .6197814 |
6488. | 6488    2.062084   -.8469365 |
6489. | 6489   -.5214352   -.1959367 |
6490. | 6490   -.2189755    .2667926 |
      |------------------------------|
6491. | 6491    .4087159    -.150567 |
6492. | 6492   -.0128315    .3887451 |
6493. | 6493   -.3828977     .929135 |
6494. | 6494   -1.136145   -2.053195 |
6495. | 6495    1.112178     -.86777 |
      |------------------------------|
6496. | 6496    .3545349      2.0546 |
6497. | 6497   -.9883757   -.0208524 |
6498. | 6498   -.1616345   -1.140726 |
6499. | 6499    .1387798    2.338642 |
6500. | 6500    .6837835   -1.647667 |
      |------------------------------|
6501. | 6501     .365283    1.228594 |
6502. | 6502   -.1232374    1.168542 |
6503. | 6503   -.9191478    1.432356 |
6504. | 6504   -.5032239   -2.396503 |
6505. | 6505    .6826946   -.6356453 |
      |------------------------------|
6506. | 6506    .5325639    .8414471 |
6507. | 6507    .2821839   -.1793256 |
6508. | 6508   -.0632932    .0449928 |
6509. | 6509   -.5361059   -1.150069 |
6510. | 6510   -.4448299    .1417809 |
      |------------------------------|
6511. | 6511   -.6344616   -.4689062 |
6512. | 6512   -2.302603    .1337722 |
6513. | 6513   -.2170198    1.780086 |
6514. | 6514    1.254947    -.647873 |
6515. | 6515    .5453941   -.8508361 |
      |------------------------------|
6516. | 6516    2.182167   -.3570797 |
6517. | 6517    .5088184   -.5373216 |
6518. | 6518    .2652144   -.0207219 |
6519. | 6519   -1.723269   -.1678373 |
6520. | 6520   -.5367078   -1.691406 |
      |------------------------------|
6521. | 6521    .5913001    .9371566 |
6522. | 6522   -.3941071   -.1789091 |
6523. | 6523    1.045271    .5749015 |
6524. | 6524   -.5116295   -1.041245 |
6525. | 6525   -.3918126    .3234522 |
      |------------------------------|
6526. | 6526    .8799701   -.5690506 |
6527. | 6527    .5133546   -.5579628 |
6528. | 6528    .9671528   -.9917508 |
6529. | 6529   -.0230279    2.342645 |
6530. | 6530    1.062716     1.32608 |
      |------------------------------|
6531. | 6531   -.2623284    -1.03026 |
6532. | 6532    1.801017   -.1143429 |
6533. | 6533   -.0484929   -.7975737 |
6534. | 6534   -.0864829   -1.794276 |
6535. | 6535    2.078127   -1.372303 |
      |------------------------------|
6536. | 6536    .8504831   -1.588581 |
6537. | 6537   -.0495187    .0361306 |
6538. | 6538    .8916287   -.4373682 |
6539. | 6539   -.9715474   -.1399811 |
6540. | 6540   -.3144843   -.3649262 |
      |------------------------------|
6541. | 6541    1.451893   -.4852405 |
6542. | 6542    .8304175    1.334886 |
6543. | 6543    .1469875   -1.475659 |
6544. | 6544    .9327567    1.959911 |
6545. | 6545    .9531961    .4258907 |
      |------------------------------|
6546. | 6546    -.697617    .8152079 |
6547. | 6547   -.6870795    1.199218 |
6548. | 6548    1.392326    1.678912 |
6549. | 6549    .1804607   -1.471698 |
6550. | 6550   -.6501327    .6160109 |
      |------------------------------|
6551. | 6551    1.768267   -.5959134 |
6552. | 6552    1.101437   -.3380412 |
6553. | 6553   -1.024849    .9252244 |
6554. | 6554   -1.855089    -.020822 |
6555. | 6555    .9696791    1.412406 |
      |------------------------------|
6556. | 6556   -.1041717   -.7225954 |
6557. | 6557   -.6388819   -.4988423 |
6558. | 6558   -.3371143    1.318216 |
6559. | 6559   -.1879132    .6888245 |
6560. | 6560      .10934   -1.997075 |
      |------------------------------|
6561. | 6561     .551268    .2770516 |
6562. | 6562    .4699807    .5610234 |
6563. | 6563    .1921376    -1.00575 |
6564. | 6564   -.2730103   -.5596997 |
6565. | 6565    .0590294   -1.015161 |
      |------------------------------|
6566. | 6566   -1.022203   -1.103181 |
6567. | 6567     -.37698    .2197517 |
6568. | 6568    1.090788   -.6842009 |
6569. | 6569   -.1807376    .2128529 |
6570. | 6570   -1.085727    .1709092 |
      |------------------------------|
6571. | 6571   -.5759619    .3633231 |
6572. | 6572   -.0098804   -.3499533 |
6573. | 6573    1.630418    1.108642 |
6574. | 6574    .3080787    -.851439 |
6575. | 6575    1.324609     -.36677 |
      |------------------------------|
6576. | 6576    -.754607   -.2046304 |
6577. | 6577     .084728     .555377 |
6578. | 6578   -1.944658    1.104447 |
6579. | 6579    1.203641   -.4475398 |
6580. | 6580   -.7905578   -.0650748 |
      |------------------------------|
6581. | 6581    .2889651     1.30942 |
6582. | 6582    .9165184   -1.596524 |
6583. | 6583    .4983941   -.6012447 |
6584. | 6584    1.278025   -.9279432 |
6585. | 6585   -1.414441   -1.309641 |
      |------------------------------|
6586. | 6586   -.0227439   -.5721735 |
6587. | 6587    .1949216    .0918573 |
6588. | 6588   -.4614395    .2027602 |
6589. | 6589   -2.692362    1.131956 |
6590. | 6590   -1.034492   -1.425142 |
      |------------------------------|
6591. | 6591   -.0281354   -.1088063 |
6592. | 6592   -.3557538   -1.549581 |
6593. | 6593    1.768213   -.5394562 |
6594. | 6594   -.8226755    .7625813 |
6595. | 6595     1.50771    .2368087 |
      |------------------------------|
6596. | 6596    1.825052   -.9355437 |
6597. | 6597    .1530826   -.5821763 |
6598. | 6598   -.4079984   -1.898967 |
6599. | 6599    .2478895    -.580905 |
6600. | 6600    .5799528   -.8500506 |
      |------------------------------|
6601. | 6601    .1619968    .8762137 |
6602. | 6602    .2171099    2.246682 |
6603. | 6603   -.8413557    1.356737 |
6604. | 6604    1.048954    .3931457 |
6605. | 6605   -.0488207    .2438372 |
      |------------------------------|
6606. | 6606    -.029755    1.699728 |
6607. | 6607    .4430865    .9163346 |
6608. | 6608    .8798355     .813707 |
6609. | 6609    .8097411    .3093298 |
6610. | 6610    -.612532    1.082673 |
      |------------------------------|
6611. | 6611     .411056    1.650195 |
6612. | 6612    .2290376    1.132878 |
6613. | 6613   -.4884851    1.315179 |
6614. | 6614    .6380093   -2.298679 |
6615. | 6615    .8015723   -1.123272 |
      |------------------------------|
6616. | 6616    .2852391   -.8985196 |
6617. | 6617    .4048067    .9396374 |
6618. | 6618   -1.593593    .9959401 |
6619. | 6619    .7547156   -.6824561 |
6620. | 6620    .5989954    1.038031 |
      |------------------------------|
6621. | 6621    -.337654    1.461164 |
6622. | 6622   -1.243514   -.7356302 |
6623. | 6623   -.4908817    .0866854 |
6624. | 6624   -.7721741   -.9830845 |
6625. | 6625   -.3415478    1.073921 |
      |------------------------------|
6626. | 6626   -.2215888    .1866405 |
6627. | 6627   -.0101053   -.1515816 |
6628. | 6628   -2.477798   -1.100337 |
6629. | 6629    .6346986   -.5450028 |
6630. | 6630    .2132251    -1.32754 |
      |------------------------------|
6631. | 6631   -1.142498    .1784287 |
6632. | 6632    .0170382   -1.408787 |
6633. | 6633    -.764371   -.3666065 |
6634. | 6634    1.540992   -2.243659 |
6635. | 6635   -1.409497    .3828427 |
      |------------------------------|
6636. | 6636   -1.989031     -.89522 |
6637. | 6637    1.447507     .505381 |
6638. | 6638    1.636646    .1955793 |
6639. | 6639   -.3014522    -1.22022 |
6640. | 6640    1.906407    .4373895 |
      |------------------------------|
6641. | 6641   -.2391017   -2.624058 |
6642. | 6642    .0145192   -1.734275 |
6643. | 6643     .846581   -1.395737 |
6644. | 6644   -.5958214   -.9237145 |
6645. | 6645   -.3807546   -.7623641 |
      |------------------------------|
6646. | 6646    .6180471    1.574093 |
6647. | 6647   -.2605553    .9683189 |
6648. | 6648    .8323076    .1748949 |
6649. | 6649    .2720616    1.136686 |
6650. | 6650   -1.249406    .9088309 |
      |------------------------------|
6651. | 6651   -1.309099    .6461915 |
6652. | 6652   -1.660292   -.2905757 |
6653. | 6653    .6373914   -2.036401 |
6654. | 6654   -1.007988    .5502697 |
6655. | 6655    .1099785    .0851044 |
      |------------------------------|
6656. | 6656   -1.321321    1.447775 |
6657. | 6657    .0795461   -1.304046 |
6658. | 6658   -1.093921    1.483488 |
6659. | 6659    2.114599   -.3505482 |
6660. | 6660    .0024344     .340213 |
      |------------------------------|
6661. | 6661    .9485922    .3529012 |
6662. | 6662     .884932   -.5762345 |
6663. | 6663   -.5013562   -.2139823 |
6664. | 6664    .1585073    1.034121 |
6665. | 6665    1.091744    -1.17745 |
      |------------------------------|
6666. | 6666   -.4386621   -.3019207 |
6667. | 6667   -1.088585   -.3190433 |
6668. | 6668   -1.165962   -.9660726 |
6669. | 6669   -1.309503    1.978621 |
6670. | 6670    .6148534    .2478475 |
      |------------------------------|
6671. | 6671    .2234822    -.381554 |
6672. | 6672    2.310441   -.0604154 |
6673. | 6673    1.009459    .3258686 |
6674. | 6674   -.7912661    .9218021 |
6675. | 6675    .5287659   -.2141172 |
      |------------------------------|
6676. | 6676    1.146446    .2556984 |
6677. | 6677   -.0163161    -1.00298 |
6678. | 6678   -.5349451   -.0015117 |
6679. | 6679   -.2908638     .268507 |
6680. | 6680   -.7518541    .3362643 |
      |------------------------------|
6681. | 6681     .032728   -.3285443 |
6682. | 6682   -1.634367   -.1227501 |
6683. | 6683    .7740737   -.6588449 |
6684. | 6684    .6266938   -.7586815 |
6685. | 6685    .0206783    1.903346 |
      |------------------------------|
6686. | 6686   -1.551696   -.1499801 |
6687. | 6687   -.0285315   -1.498751 |
6688. | 6688    .6350538   -.5407043 |
6689. | 6689    .4051014   -.5020004 |
6690. | 6690   -.0321846   -.6491039 |
      |------------------------------|
6691. | 6691    .4364592   -.1919243 |
6692. | 6692   -.4675677   -1.938015 |
6693. | 6693   -1.735267   -.4266154 |
6694. | 6694     .630238    1.108542 |
6695. | 6695    1.071696    .6398915 |
      |------------------------------|
6696. | 6696    1.063495    .9432291 |
6697. | 6697   -.8957886    .0602926 |
6698. | 6698    .1150786    .0337919 |
6699. | 6699   -.5080286   -.8978761 |
6700. | 6700    1.199611   -.7051106 |
      |------------------------------|
6701. | 6701    1.065799    1.056272 |
6702. | 6702    1.738823   -.3520384 |
6703. | 6703   -2.411579   -.3037169 |
6704. | 6704     .807596   -.3161626 |
6705. | 6705    .6095097   -1.013294 |
      |------------------------------|
6706. | 6706   -.3370677    .1076595 |
6707. | 6707    1.050657    .0207977 |
6708. | 6708     2.31815    .6057264 |
6709. | 6709   -.2637129    .1776477 |
6710. | 6710   -.7462418   -2.439718 |
      |------------------------------|
6711. | 6711   -.7196735    1.595342 |
6712. | 6712   -.3402805   -1.028529 |
6713. | 6713    .2516036   -.8408007 |
6714. | 6714    .8061428    .4375866 |
6715. | 6715    .4563465    1.272056 |
      |------------------------------|
6716. | 6716   -1.575244   -.5064151 |
6717. | 6717   -1.222101    .2258144 |
6718. | 6718   -1.231923   -.0232924 |
6719. | 6719    2.554723    1.536623 |
6720. | 6720    .7959331   -1.651148 |
      |------------------------------|
6721. | 6721   -.8180524    1.665337 |
6722. | 6722    1.604205    .3623638 |
6723. | 6723   -.8801065    .6104792 |
6724. | 6724   -.6462716   -.6011275 |
6725. | 6725    1.228681    .4906997 |
      |------------------------------|
6726. | 6726    .2050274    1.958937 |
6727. | 6727    .6795255    1.073801 |
6728. | 6728   -1.882354   -.0256735 |
6729. | 6729    .1810137   -1.965972 |
6730. | 6730    1.388055   -.5606869 |
      |------------------------------|
6731. | 6731    -.491508    .9392334 |
6732. | 6732   -.2835189     .814548 |
6733. | 6733    2.364769   -.3477453 |
6734. | 6734    -.233402    .3753582 |
6735. | 6735   -.1115024    1.220339 |
      |------------------------------|
6736. | 6736    .5403467   -.2077779 |
6737. | 6737    .1078332    -.348561 |
6738. | 6738    1.655225    .1822327 |
6739. | 6739    .5003358    .8659306 |
6740. | 6740   -.3719863    .3245618 |
      |------------------------------|
6741. | 6741    .6449631   -.3339555 |
6742. | 6742    .2128107   -2.170002 |
6743. | 6743    1.039666    .0805198 |
6744. | 6744   -.3611311    .3016253 |
6745. | 6745    1.652439    1.214057 |
      |------------------------------|
6746. | 6746    .4938459     .099774 |
6747. | 6747   -2.045101    .0426201 |
6748. | 6748    .5776426   -1.951355 |
6749. | 6749   -1.089896   -.3705787 |
6750. | 6750   -.0200728     .503341 |
      |------------------------------|
6751. | 6751   -.1037201   -1.519176 |
6752. | 6752   -1.376383   -.2647162 |
6753. | 6753   -2.023405   -1.098211 |
6754. | 6754    -.565324   -.2507135 |
6755. | 6755   -.1507531    1.966302 |
      |------------------------------|
6756. | 6756   -.7927622   -2.056324 |
6757. | 6757   -.4835244     1.22401 |
6758. | 6758   -.9580567   -.7528458 |
6759. | 6759    -1.03826    -.963826 |
6760. | 6760    .8727019   -.2217763 |
      |------------------------------|
6761. | 6761   -.8663955   -1.124039 |
6762. | 6762   -1.205721   -.8175551 |
6763. | 6763    .3968558   -.6730314 |
6764. | 6764    .3503798    2.193148 |
6765. | 6765    1.843683   -.1612697 |
      |------------------------------|
6766. | 6766     .410615    1.407426 |
6767. | 6767    1.035408   -1.743222 |
6768. | 6768    1.154151    -.555865 |
6769. | 6769   -2.188431   -.8718197 |
6770. | 6770   -1.155398   -.6666172 |
      |------------------------------|
6771. | 6771   -.9950995   -.1917247 |
6772. | 6772   -.8739712   -.1304405 |
6773. | 6773    .3907875   -1.117668 |
6774. | 6774    1.180234    1.160271 |
6775. | 6775    .4866939   -.6364345 |
      |------------------------------|
6776. | 6776    2.526715   -1.947179 |
6777. | 6777   -1.100725    .0828427 |
6778. | 6778   -.2788216    .8794444 |
6779. | 6779   -1.893389     1.59048 |
6780. | 6780    .9430262   -.2952254 |
      |------------------------------|
6781. | 6781    .0026213    .6103373 |
6782. | 6782   -.5636418    .7906183 |
6783. | 6783   -1.487243    .0432659 |
6784. | 6784   -.7190957   -1.424777 |
6785. | 6785    .0772132    2.111553 |
      |------------------------------|
6786. | 6786     -.17308   -1.541153 |
6787. | 6787    .1505753    1.607828 |
6788. | 6788   -.3392947    1.895609 |
6789. | 6789   -.3064363    1.629364 |
6790. | 6790   -.5023035    .8411035 |
      |------------------------------|
6791. | 6791   -.1813316     -1.4984 |
6792. | 6792    -1.97367   -1.804483 |
6793. | 6793     1.12508    .1108947 |
6794. | 6794   -1.121405    2.016486 |
6795. | 6795    .0802812    .0423596 |
      |------------------------------|
6796. | 6796    .7141479    .4900817 |
6797. | 6797    .2780799   -.4179333 |
6798. | 6798   -.8842359   -1.828199 |
6799. | 6799     .440616    .5289984 |
6800. | 6800    .5656172    .4309645 |
      |------------------------------|
6801. | 6801     .725738    .4971167 |
6802. | 6802    -.389331   -.5737467 |
6803. | 6803    1.308295   -.1775689 |
6804. | 6804   -1.617589   -.5859641 |
6805. | 6805    .7235224   -2.083385 |
      |------------------------------|
6806. | 6806    1.225842   -.1435228 |
6807. | 6807    1.053969    1.953378 |
6808. | 6808    1.339474   -.7795154 |
6809. | 6809   -.7412466   -2.863327 |
6810. | 6810   -1.499297    1.417819 |
      |------------------------------|
6811. | 6811    1.803824    1.077991 |
6812. | 6812   -.1376017   -.4925976 |
6813. | 6813     .804077    .0000296 |
6814. | 6814   -.4806713   -.3580191 |
6815. | 6815    2.544963    1.074581 |
      |------------------------------|
6816. | 6816    .4863507    .9291855 |
6817. | 6817   -.8081653   -1.125218 |
6818. | 6818    .3660628    .7457677 |
6819. | 6819    .8542738    1.588815 |
6820. | 6820   -1.012207   -1.129425 |
      |------------------------------|
6821. | 6821    1.617202   -1.012888 |
6822. | 6822    1.266979    .1990912 |
6823. | 6823   -1.398063    .4949323 |
6824. | 6824   -1.337162    1.110322 |
6825. | 6825    .8433552    .9670367 |
      |------------------------------|
6826. | 6826   -1.066238   -2.453664 |
6827. | 6827    .5181201    .3344474 |
6828. | 6828     .524917   -.9257293 |
6829. | 6829    .8785784   -.5457963 |
6830. | 6830   -.1784056   -4.455201 |
      |------------------------------|
6831. | 6831    1.270359   -1.732105 |
6832. | 6832     .054161    1.783777 |
6833. | 6833   -.3313172    .8070753 |
6834. | 6834   -1.475405    1.724477 |
6835. | 6835    .6267724    .7532251 |
      |------------------------------|
6836. | 6836   -.5892313   -.3415942 |
6837. | 6837     1.72912    .1597916 |
6838. | 6838   -1.773151    2.255238 |
6839. | 6839   -.4999057    .3478281 |
6840. | 6840    -.422488    .5977237 |
      |------------------------------|
6841. | 6841    .9666795   -1.305979 |
6842. | 6842   -.9086532   -1.191493 |
6843. | 6843     1.78587    .0211647 |
6844. | 6844    -.233928   -.5498015 |
6845. | 6845   -.8858817    1.365447 |
      |------------------------------|
6846. | 6846     .380702    .9605813 |
6847. | 6847     .058481   -1.135154 |
6848. | 6848   -.5219964   -.5872359 |
6849. | 6849    .0687116    1.454527 |
6850. | 6850    1.105563    1.499343 |
      |------------------------------|
6851. | 6851    1.205727   -.9480886 |
6852. | 6852    .5435708   -.5223095 |
6853. | 6853    .7437447   -.2476096 |
6854. | 6854    1.139134    .1441402 |
6855. | 6855   -.5755786   -1.624654 |
      |------------------------------|
6856. | 6856   -.0768688    1.277825 |
6857. | 6857   -.6112804    .1400118 |
6858. | 6858   -.8432503    .3174402 |
6859. | 6859    1.229389    1.543661 |
6860. | 6860   -.6586276    1.384096 |
      |------------------------------|
6861. | 6861   -1.596496   -1.282896 |
6862. | 6862    .7306131    .6113436 |
6863. | 6863    .3281032   -.3255547 |
6864. | 6864    1.860194    .7118319 |
6865. | 6865   -1.541266   -1.356301 |
      |------------------------------|
6866. | 6866    1.293607    .5983067 |
6867. | 6867    .2939573    .2311407 |
6868. | 6868   -2.324139   -.6639197 |
6869. | 6869   -1.505665    1.635226 |
6870. | 6870     -.40169   -1.169651 |
      |------------------------------|
6871. | 6871    1.236035   -.1604106 |
6872. | 6872   -.8680799   -.5842942 |
6873. | 6873   -.2830531   -.5808595 |
6874. | 6874   -2.018628     1.85354 |
6875. | 6875    .8761593   -1.138183 |
      |------------------------------|
6876. | 6876    .0094958   -.5530807 |
6877. | 6877    .8238045    1.008714 |
6878. | 6878      1.5842   -1.452888 |
6879. | 6879    1.364752    .4793327 |
6880. | 6880   -.3003305    .0328642 |
      |------------------------------|
6881. | 6881   -1.415682   -.4509985 |
6882. | 6882    2.167405    .3306157 |
6883. | 6883    -.197443    .5110663 |
6884. | 6884   -2.828591    1.409321 |
6885. | 6885   -.9219641    .2073081 |
      |------------------------------|
6886. | 6886    .7109401     1.14007 |
6887. | 6887    .4641982    .4897572 |
6888. | 6888   -1.685104    1.450996 |
6889. | 6889    .4914257    2.586713 |
6890. | 6890    .5792225   -.0497834 |
      |------------------------------|
6891. | 6891    1.143058   -.4321251 |
6892. | 6892    .6683207   -.5914757 |
6893. | 6893   -.9718652   -.8544976 |
6894. | 6894   -.4140584   -.2897906 |
6895. | 6895    2.263122   -.1642599 |
      |------------------------------|
6896. | 6896    2.006498   -.3074217 |
6897. | 6897     .125676   -.5357985 |
6898. | 6898   -1.635608    -.307353 |
6899. | 6899   -1.249629   -.8727283 |
6900. | 6900   -1.420395    .7028877 |
      |------------------------------|
6901. | 6901    .5077192    .4477935 |
6902. | 6902     .026901   -1.316061 |
6903. | 6903     .913046   -.1961869 |
6904. | 6904   -.4758089    -.932218 |
6905. | 6905    .3279815    .6410958 |
